Uniprot Accession,Molecular weight (Da),Description,Gene,abundance_lb_copies_per_cell,abundance_glucose_copies_per_cell
P0A8U0,20677.40484,Protein syd OS=Escherichia coli (strain K12) GN=syd PE=1 SV=1,syd,123,67
P0AD57,35176.70652,Octaprenyl-diphosphate synthase OS=Escherichia coli (strain K12) GN=ispB PE=1 SV=1,ispB,51,55
Q6E0U3,43373.76227,GTPase Obg/CgtA OS=Vibrio harveyi GN=cgtA PE=1 SV=1,cgtA,101,61
P0AAC6,23329.42587,Modulator of FtsH protease YccA OS=Escherichia coli (strain K12) GN=yccA PE=1 SV=1,yccA,87,53
P51024,19892.57974,Uncharacterized protein yaiL OS=Escherichia coli (strain K12) GN=yaiL PE=4 SV=2,yaiL,117,65
P0ACX5,7884.24121,Uncharacterized protein ydhZ OS=Escherichia coli (strain K12) GN=ydhZ PE=4 SV=1,ydhZ,49,43
P52094,24615.27278,Histidine transport system permease protein hisQ OS=Escherichia coli (strain K12) GN=hisQ PE=1 SV=2,hisQ,5,49
P0A8N7,36934.39682,Uncharacterized protein YjeA OS=Escherichia coli (strain K12) GN=poxA PE=1 SV=1,poxA,66,69
P69346,9283.61816,Antitoxin YefM OS=Escherichia coli (strain K12) GN=yefM PE=1 SV=1,yefM,54,50
P67699,10376.46353,Uncharacterized HTH-type transcriptional regulator YddM OS=Escherichia coli (strain K12) GN=yddM PE=3 SV=1,yddM,115,54
Q47679,28888.47765,UPF0012 hydrolase yafV OS=Escherichia coli (strain K12) GN=yafV PE=3 SV=1,yafV,24,46
P0AEV4,17597.84797,Formate hydrogenlyase regulatory protein hycA OS=Escherichia coli (strain K12) GN=hycA PE=1 SV=1,hycA,82,54
P0A8D3,16940.74665,UPF0178 protein yaiI OS=Escherichia coli (strain K12) GN=yaiI PE=1 SV=1,yaiI,56,34
P31466,46816.92074,Probable adenine permease PurP OS=Escherichia coli (strain K12) GN=purP PE=1 SV=2,purP,2,50
P0AE63,8921.34967,Cation transport regulator ChaB OS=Escherichia coli (strain K12) GN=chaB PE=1 SV=1,chaB,2,12
P26281,18049.36747,2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase OS=Escherichia coli (strain K12) GN=folK PE=1 SV=3,folK,70,64
P0AFW0,18310.62435,Transcriptional activator rfaH OS=Escherichia coli (strain K12) GN=rfaH PE=1 SV=1,rfaH,57,29
P0AA95,12827.36993,Uncharacterized protein yacC OS=Escherichia coli (strain K12) GN=yacC PE=4 SV=1,yacC,35,43
P39298,27552.8958,Esterase yjfP OS=Escherichia coli (strain K12) GN=yjfP PE=1 SV=1,yjfP,33,37
P28905,16604.45096,DNA polymerase III subunit chi OS=Escherichia coli (strain K12) GN=holC PE=1 SV=1,holC,73,42
P36566,29777.13487,Protein smtA OS=Escherichia coli (strain K12) GN=smtA PE=1 SV=2,smtA,157,29
P10908,27374.04865,Glycerophosphoryl diester phosphodiesterase OS=Escherichia coli (strain K12) GN=ugpQ PE=1 SV=1,ugpQ,41,29
P0AB12,16246.8707,Inner membrane protein yccF OS=Escherichia coli (strain K12) GN=yccF PE=1 SV=1,yccF,50,37
P75798,34026.18337,Glutathione transport system permease protein gsiC OS=Escherichia coli (strain K12) GN=gsiC PE=1 SV=1,gsiC,4,43
P0AGD1,17651.97126,Superoxide dismutase [Cu-Zn] OS=Escherichia coli (strain K12) GN=sodC PE=1 SV=1,sodC,0,10
P0A6K1,30171.18908,Diaminopimelate epimerase OS=Escherichia coli (strain K12) GN=dapF PE=3 SV=1,dapF,45,31
P24224,14025.51012,Holo-[acyl-carrier-protein] synthase OS=Escherichia coli (strain K12) GN=acpS PE=1 SV=3,acpS,49,50
P52060,10431.76399,UPF0235 protein yggU OS=Escherichia coli (strain K12) GN=yggU PE=3 SV=2,yggU,42,38
P03813,25213.74597,Uncharacterized protein YgeA OS=Escherichia coli (strain K12) GN=ygeA PE=1 SV=1,ygeA,27,34
P64519,8556.08638,Uncharacterized protein yodD OS=Escherichia coli (strain K12) GN=yodD PE=4 SV=1,yodD,8,4
P76145,28969.46744,Trans-aconitate 2-methyltransferase OS=Escherichia coli (strain K12) GN=tam PE=1 SV=3,tam,4,9
P71229,75239.92273,Hydrogenase-4 transcriptional activator OS=Escherichia coli (strain K12) GN=hyfR PE=4 SV=1,hyfR,91,40
P0AFK6,29073.66195,Spermidine/putrescine transport system permease protein potC OS=Escherichia coli (strain K12) GN=potC PE=3 SV=1,potC,45,22
P0A8D6,18850.61192,UPF0189 protein ymdB OS=Escherichia coli (strain K12) GN=ymdB PE=1 SV=1,ymdB,12,20
P55734,18608.89687,Inner membrane protein ygaP OS=Escherichia coli (strain K12) GN=ygaP PE=1 SV=1,ygaP,26,33
P0AD40,8391.61238,Uncharacterized protein ypeB OS=Escherichia coli (strain K12) GN=ypeB PE=4 SV=1,ypeB,56,22
P0AFS3,26313.56662,Dihydrofolate reductase folM OS=Escherichia coli (strain K12) GN=folM PE=1 SV=1,folM,23,25
P75782,34186.48259,Ribosomal RNA large subunit methyltransferase F OS=Escherichia coli (strain K12) GN=rlmF PE=1 SV=2,rlmF,44,25
P37659,61974.43042,Uncharacterized protein yhjU OS=Escherichia coli (strain K12) GN=yhjU PE=4 SV=1,yhjU,14,12
P27247,38172.48086,Phosphate acyltransferase OS=Escherichia coli (strain K12) GN=plsX PE=1 SV=2,plsX,37,30
P27250,36460.44988,Uncharacterized zinc-type alcohol dehydrogenase-like protein YjgB OS=Escherichia coli (strain K12) GN=yjgB PE=3 SV=2,yjgB,4,8
P77739,32420.23286,Uncharacterized protein yniA OS=Escherichia coli (strain K12) GN=yniA PE=3 SV=1,yniA,13,4
P0AE60,9352.80035,Cell division activator CedA OS=Escherichia coli (strain K12) GN=cedA PE=1 SV=2,cedA,119,72
P77615,36093.66433,Uncharacterized HTH-type transcriptional regulator ycjW OS=Escherichia coli (strain K12) GN=ycjW PE=1 SV=1,ycjW,30,26
P68739,24638.84252,Endonuclease V OS=Escherichia coli (strain K12) GN=nfi PE=1 SV=1,nfi,21,18
P37351,16045.25233,Ribose-5-phosphate isomerase B OS=Escherichia coli (strain K12) GN=rpiB PE=1 SV=2,rpiB,23,10
P28634,26327.69853,UPF0066 protein yaeB OS=Escherichia coli (strain K12) GN=yaeB PE=1 SV=2,yaeB,48,22
P61887,32695.83335,Glucose-1-phosphate thymidylyltransferase 2 OS=Escherichia coli (strain K12) GN=rmlA2 PE=1 SV=1,rmlA,41,22
P0A8Y8,14942.35231,Esterase YbdB OS=Escherichia coli (strain K12) GN=ybdB PE=1 SV=1,ybdB,3,23
P76344,24728.12029,Metal-binding protein ZinT OS=Escherichia coli (strain K12) GN=zinT PE=1 SV=1,zinT,4,13
P0ABN1,13218.0734,Diacylglycerol kinase OS=Escherichia coli (strain K12) GN=dgkA PE=1 SV=2,dgkA,16,18
P75931,33642.19711,Virulence factor mviM homolog OS=Escherichia coli (strain K12) GN=mviM PE=1 SV=1,mviM,15,16
P0AG03,20663.96714,3-octaprenyl-4-hydroxybenzoate carboxy-lyase OS=Escherichia coli (strain K12) GN=ubiX PE=3 SV=1,ubiX,10,11
P32173,21610.99557,Molybdopterin-guanine dinucleotide biosynthesis protein A OS=Escherichia coli (strain K12) GN=mobA PE=1 SV=1,mobA,10,14
P76342,37327.34044,Sulfoxide reductase catalytic subunit yedY OS=Escherichia coli (strain K12) GN=yedY PE=1 SV=1,yedY,2,6
P76001,13387.27341,Uncharacterized protein ycgJ OS=Escherichia coli (strain K12) GN=ycgJ PE=4 SV=1,ycgJ,14,8
P0ABT5,35825.34133,tRNA-dihydrouridine synthase B OS=Escherichia coli (strain K12) GN=dusB PE=1 SV=1,dusB,13,12
P39451,35339.05905,"Alcohol dehydrogenase, propanol-preferring OS=Escherichia coli (strain K12) GN=adhP PE=1 SV=1",adhP,9,5
P15067,73512.46612,Glycogen debranching enzyme OS=Escherichia coli (strain K12) GN=glgX PE=1 SV=3,glgX,8,20
P0ACS9,24732.72124,HTH-type transcriptional regulator AcrR OS=Escherichia coli (strain K12) GN=acrR PE=1 SV=1,acrR,31,13
P77554,50498.75607,Uncharacterized protein yahJ OS=Escherichia coli (strain K12) GN=yahJ PE=4 SV=1,yahJ,20,13
Q8SU19,27816.22243,Similarity to HYPOTHETICAL METHYLTRANSFERASE-LIKE PROTEIN YGGH_ECOLI OS=Encephalitozoon cuniculi GN=ECU11_1520 PE=4 SV=1,ECU1,22,16
P64463,7253.75327,Putative selenoprotein ydfZ OS=Escherichia coli (strain K12) GN=ydfZ PE=1 SV=1,ydfZ,41,38
P0A6S5,11596.94527,Cell division protein ftsB OS=Escherichia coli (strain K12) GN=ftsB PE=1 SV=1,ftsB,16,11
P0A8P6,33828.69989,Tyrosine recombinase xerC OS=Escherichia coli (strain K12) GN=xerC PE=1 SV=1,xerC,0,16
P75820,31035.06186,N-acetylmuramoyl-L-alanine amidase AmiD OS=Escherichia coli (strain K12) GN=amiD PE=1 SV=1,amiD,12,15
P06966,15628.36252,HTH-type transcriptional regulator dicA OS=Escherichia coli (strain K12) GN=dicA PE=4 SV=1,dicA,15,15
P76350,47767.92342,Shikimate transporter OS=Escherichia coli (strain K12) GN=shiA PE=3 SV=1,shiA,0,9
P0ACU0,24982.86851,Uncharacterized HTH-type transcriptional regulator ybiH OS=Escherichia coli (strain K12) GN=ybiH PE=4 SV=1,ybiH,12,13
P0A823,26194.26751,Sugar fermentation stimulation protein A OS=Escherichia coli (strain K12) GN=sfsA PE=3 SV=1,sfsA,39,29
P69490,17669.15683,Cytochrome c-type biogenesis protein CcmE OS=Escherichia coli (strain K12) GN=ccmE PE=1 SV=1,ccmE,26,22
P31550,36122.50419,Thiamine-binding periplasmic protein OS=Escherichia coli (strain K12) GN=thiB PE=1 SV=2,thiB,42,10
P76194,15772.20615,Cysteine desulfuration protein sufE OS=Escherichia coli (strain K12) GN=sufE PE=1 SV=1,sufE,2,3
P0AFF0,51992.04676,NADH-quinone oxidoreductase subunit N OS=Escherichia coli (strain K12) GN=nuoN PE=1 SV=2,nuoN,45,4
P12282,26683.37614,Sulfur carrier protein moaD adenylyltransferase OS=Escherichia coli (strain K12) GN=moeB PE=1 SV=1,moeB,22,10
P0ADP7,22120.7998,Uncharacterized protein yigP OS=Escherichia coli (strain K12) GN=yigP PE=1 SV=1,yigP,17,7
P28632,15146.81145,DNA polymerase III subunit psi OS=Escherichia coli (strain K12) GN=holD PE=1 SV=1,holD,39,12
P67660,33217.50249,Uncharacterized HTH-type transcriptional regulator yhaJ OS=Escherichia coli (strain K12) GN=yhaJ PE=4 SV=1,yhaJ,13,15
P31433,62216.07131,Uncharacterized protein yicH OS=Escherichia coli (strain K12) GN=yicH PE=4 SV=2,yicH,14,12
P76112,19217.57217,Uncharacterized N-acetyltransferase YncA OS=Escherichia coli (strain K12) GN=yncA PE=3 SV=1,yncA,0,8
P0AC16,13593.04335,Dihydroneopterin aldolase OS=Escherichia coli (strain K12) GN=folB PE=1 SV=1,folB,196,95
P76245,38503.42049,Probable diguanylate cyclase YeaP OS=Escherichia coli (strain K12) GN=yeaP PE=1 SV=2,yeaP,7,10
P0A6V5,12056.61516,Thiosulfate sulfurtransferase glpE OS=Escherichia coli (strain K12) GN=glpE PE=1 SV=1,glpE,43,22
P19636,31743.39396,Ethanolamine ammonia-lyase light chain OS=Escherichia coli (strain K12) GN=eutC PE=1 SV=2,eutC,13,11
P0ADG1,9678.93295,Acetolactate synthase isozyme 2 small subunit OS=Escherichia coli (strain K12) GN=ilvM PE=1 SV=2,ilvM,23,10
P09099,52566.57799,Xylulose kinase OS=Escherichia coli (strain K12) GN=xylB PE=1 SV=1,xylB,3,5
P0AAT4,46554.84096,Miniconductance mechanosensitive channel OS=Escherichia coli (strain K12) GN=mscM PE=1 SV=1,mscM,14,6
P0ACS2,17121.0724,Redox-sensitive transcriptional activator soxR OS=Escherichia coli (strain K12) GN=soxR PE=1 SV=1,soxR,30,11
P0AF63,15565.12518,HTH-type transcriptional repressor nsrR OS=Escherichia coli (strain K12) GN=nsrR PE=1 SV=1,nsrR,13,7
P0C0K3,38078.10676,Protein rdoA OS=Escherichia coli (strain K12) GN=rdoA PE=1 SV=1,rdoA,11,7
P25534,42243.58231,2-octaprenyl-6-methoxyphenol hydroxylase OS=Escherichia coli (strain K12) GN=ubiH PE=1 SV=2,ubiH,26,10
P37182,17721.47511,Hydrogenase 2 maturation protease OS=Escherichia coli (strain K12) GN=hybD PE=1 SV=2,hybD,17,8
P0AEF0,27899.10527,DNA replication protein dnaC OS=Escherichia coli (strain K12) GN=dnaC PE=1 SV=1,dnaC,13,15
P24173,35503.6634,Lipopolysaccharide heptosyltransferase 1 OS=Escherichia coli (strain K12) GN=rfaC PE=1 SV=1,rfaC,25,10
P28903,79954.12102,Anaerobic ribonucleoside-triphosphate reductase OS=Escherichia coli (strain K12) GN=nrdD PE=1 SV=2,nrdD,8,3
P77295,10571.51605,Probable HTH-type transcriptional regulator ygaV OS=Escherichia coli (strain K12) GN=ygaV PE=1 SV=1,ygaV,26,13
P76086,35254.60123,Phenylacetic acid degradation operon negative regulatory protein paaX OS=Escherichia coli (strain K12) GN=paaX PE=1 SV=1,paaX,15,11
P37146,36402.07787,Ribonucleoside-diphosphate reductase 2 subunit beta OS=Escherichia coli (strain K12) GN=nrdF PE=1 SV=2,nrdF,2,10
P76223,42799.84579,Protein ynjB OS=Escherichia coli (strain K12) GN=ynjB PE=1 SV=2,ynjB,4,7
Q5H772,44682.75437,Gamma-aminobutyrate aminotransferase OS=Escherichia coli (strain K12) GN=puuE PE=3 SV=1,puuE,0,5
P76062,17634.15454,Rac prophage repressor OS=Escherichia coli (strain K12) GN=racR PE=4 SV=1,racR,2,1
P21363,18931.47424,Protein yciE OS=Escherichia coli (strain K12) GN=yciE PE=1 SV=1,yciE,1,2
P0AEF8,37454.16911,Dipeptide transport system permease protein dppB OS=Escherichia coli (strain K12) GN=dppB PE=1 SV=1,dppB,2,7
P32719,26074.18619,D-allulose-6-phosphate 3-epimerase OS=Escherichia coli (strain K12) GN=alsE PE=1 SV=1,alsE,5,13
P0A8D9,17184.14466,UPF0208 membrane protein yfbV OS=Escherichia coli (strain K12) GN=yfbV PE=1 SV=1,yfbV,4,7
P76149,49668.16816,Aldehyde dehydrogenase-like protein yneI OS=Escherichia coli (strain K12) GN=yneI PE=1 SV=2,yneI,5,6
P64490,10810.35946,Uncharacterized protein yoaC OS=Escherichia coli (strain K12) GN=yoaC PE=4 SV=2,yoaC,8,3
P0AE45,49712.72916,UPF0053 inner membrane protein ytfL OS=Escherichia coli (strain K12) GN=ytfL PE=1 SV=1,ytfL,11,5
P0AEI6,17403.64618,Phosphatase nudJ OS=Escherichia coli (strain K12) GN=nudJ PE=1 SV=1,nudJ,12,8
P77570,39453.35123,Anhydro-N-acetylmuramic acid kinase OS=Escherichia coli (strain K12) GN=anmK PE=1 SV=1,anmK,14,12
P33231,59111.59206,L-lactate permease OS=Escherichia coli (strain K12) GN=lldP PE=1 SV=1,lldP,61,7
P09391,31268.13334,Rhomboid protease glpG OS=Escherichia coli (strain K12) GN=glpG PE=1 SV=5,glpG,20,9
P24207,50625.89595,Phenylalanine-specific permease OS=Escherichia coli (strain K12) GN=pheP PE=1 SV=1,pheP,9,4
P0AG76,44667.82748,Nuclease sbcCD subunit D OS=Escherichia coli (strain K12) GN=sbcD PE=1 SV=1,sbcD,9,12
Q7DFV3,10781.94766,UPF0757 protein ymgG OS=Escherichia coli (strain K12) GN=ymgG PE=3 SV=5,ymgG,18,10
P0AFK2,26960.25026,Nicotinamide riboside transporter pnuC OS=Escherichia coli (strain K12) GN=pnuC PE=1 SV=1,pnuC,0,1
P76076,11852.35305,Uncharacterized protein ydbL OS=Escherichia coli (strain K12) GN=ydbL PE=4 SV=2,ydbL,8,7
P0A921,33124.18765,Phospholipase A1 OS=Escherichia coli (strain K12) GN=pldA PE=1 SV=1,pldA,12,7
P45468,37213.82031,UPF0718 protein yraQ OS=Escherichia coli (strain K12) GN=yraQ PE=3 SV=1,yraQ,1,7
P75821,38043.37864,Uncharacterized protein ybjS OS=Escherichia coli (strain K12) GN=ybjS PE=4 SV=2,ybjS,9,6
P0AC78,40912.09384,Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase OS=Escherichia coli (strain K12) GN=wecA PE=1 SV=1,wecA,16,3
P0A8R7,39349.43739,UPF0283 membrane protein ycjF OS=Escherichia coli (strain K12) GN=ycjF PE=1 SV=1,ycjF,3,7
P08368,26090.80672,Transcriptional regulatory protein CreB OS=Escherichia coli (strain K12) GN=creB PE=3 SV=1,creB,6,4
P0ACM2,26530.475,Uncharacterized HTH-type transcriptional regulator ydfH OS=Escherichia coli (strain K12) GN=ydfH PE=1 SV=1,ydfH,11,1
P15286,36627.36873,Flagellar regulator flk OS=Escherichia coli (strain K12) GN=flk PE=3 SV=2,flk,12,6
P09126,27762.46373,Uroporphyrinogen-III synthase OS=Escherichia coli (strain K12) GN=hemD PE=3 SV=1,hemD,13,8
P0AD65,70794.43784,Penicillin-binding protein 2 OS=Escherichia coli (strain K12) GN=mrdA PE=3 SV=1,mrdA,4,4
P0AEC0,56474.01734,UPF0053 inner membrane protein yoaE OS=Escherichia coli (strain K12) GN=yoaE PE=1 SV=1,yoaE,12,12
P0AGK1,32472.31777,4-hydroxybenzoate octaprenyltransferase OS=Escherichia coli (strain K12) GN=ubiA PE=1 SV=1,ubiA,4,2
P0AEV1,37260.50082,Protein hnr OS=Escherichia coli (strain K12) GN=hnr PE=1 SV=1,hnr,2,3
P0A8S9,13289.94424,Transcriptional activator FlhD OS=Escherichia coli (strain K12) GN=flhD PE=1 SV=1,flhD,31,17
P27859,28937.50459,Deoxyribonuclease tatD OS=Escherichia coli (strain K12) GN=tatD PE=1 SV=3,tatD,8,7
P30847,51941.16903,Signal transduction histidine-protein kinase BaeS OS=Escherichia coli (strain K12) GN=baeS PE=3 SV=2,baeS,2,4
P04128,18082.17212,"Type-1 fimbrial protein, A chain OS=Escherichia coli (strain K12) GN=fimA PE=1 SV=2",fimA,73,9
P37052,16960.9477,UPF0225 protein ychJ OS=Escherichia coli (strain K12) GN=ychJ PE=1 SV=2,ychJ,5,6
P76422,28597.62787,Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase OS=Escherichia coli (strain K12) GN=thiD PE=1 SV=1,thiD,32,3
P0AFK4,31023.24954,Spermidine/putrescine transport system permease protein potB OS=Escherichia coli (strain K12) GN=potB PE=1 SV=1,potB,7,4
P0A9T8,24499.8241,Uncharacterized ABC transporter ATP-binding protein YbbA OS=Escherichia coli (strain K12) GN=ybbA PE=3 SV=1,ybbA,3,2
P0AF56,25045.28681,Uncharacterized protein yjcO OS=Escherichia coli (strain K12) GN=yjcO PE=4 SV=1,yjcO,16,10
P75746,25766.06281,UPF0271 protein ybgL OS=Escherichia coli (strain K12) GN=ybgL PE=1 SV=1,ybgL,9,12
P76272,94893.78059,Uncharacterized protein yebT OS=Escherichia coli (strain K12) GN=yebT PE=1 SV=2,yebT,5,3
P25741,30834.52198,Lipopolysaccharide core heptose(I) kinase rfaP OS=Escherichia coli (strain K12) GN=rfaP PE=3 SV=1,rfaP,9,6
P77398,74224.11717,Bifunctional polymyxin resistance protein ArnA OS=Escherichia coli (strain K12) GN=arnA PE=1 SV=1,arnA,4,5
P0ADI7,20421.60864,Isochorismatase family protein yecD OS=Escherichia coli (strain K12) GN=yecD PE=1 SV=2,yecD,0,2
P22525,67751.73072,"Probable L,D-transpeptidase YcbB OS=Escherichia coli (strain K12) GN=ycbB PE=1 SV=2",ycbB,2,2
P52644,15137.58295,Heat shock protein hslJ OS=Escherichia coli (strain K12) GN=hslJ PE=1 SV=1,hslJ,2,0
P75779,25494.79515,PKHD-type hydroxylase ybiX OS=Escherichia coli (strain K12) GN=ybiX PE=3 SV=2,ybiX,3,4
P60955,33068.23984,Prolipoprotein diacylglyceryl transferase OS=Escherichia coli (strain K12) GN=lgt PE=1 SV=1,lgt,4,2
P0AC23,30951.9479,Probable formate transporter 1 OS=Escherichia coli (strain K12) GN=focA PE=1 SV=1,focA,5,1
P77649,54329.86646,UPF0061 protein ydiU OS=Escherichia coli (strain K12) GN=ydiU PE=1 SV=1,ydiU,5,4
P39161,29271.79279,Uxu operon transcriptional regulator OS=Escherichia coli (strain K12) GN=uxuR PE=4 SV=1,uxuR,5,5
P33371,35159.27201,tRNA-dihydrouridine synthase C OS=Escherichia coli (strain K12) GN=dusC PE=1 SV=1,dusC,6,3
P32675,32390.69455,Pyruvate formate-lyase 2-activating enzyme OS=Escherichia coli (strain K12) GN=pflC PE=3 SV=2,pflC,5,5
P27127,40781.69901,"Lipopolysaccharide 1,6-galactosyltransferase OS=Escherichia coli (strain K12) GN=rfaB PE=1 SV=2",rfaB,7,4
P24193,35052.30286,Hydrogenase isoenzymes formation protein hypE OS=Escherichia coli (strain K12) GN=hypE PE=1 SV=2,hypE,8,3
P39408,28873.01599,Uncharacterized deoxyribonuclease yjjV OS=Escherichia coli (strain K12) GN=yjjV PE=1 SV=2,yjjV,4,5
P75767,32749.41328,UPF0052 protein ybhK OS=Escherichia coli (strain K12) GN=ybhK PE=3 SV=1,ybhK,5,4
P23878,29747.48938,Ferric enterobactin transport ATP-binding protein FepC OS=Escherichia coli (strain K12) GN=fepC PE=3 SV=2,fepC,1,9
P64562,8348.50479,Putative uncharacterized protein yqfE OS=Escherichia coli (strain K12) GN=yqfE PE=5 SV=1,yqfE,3,9
P64585,15119.20843,Inner membrane protein yqjE OS=Escherichia coli (strain K12) GN=yqjE PE=1 SV=1,yqjE,1,0
P31680,30541.54864,DnaJ-like protein djlA OS=Escherichia coli (strain K12) GN=djlA PE=1 SV=1,djlA,3,1
P0ABS5,65505.31306,DNA primase OS=Escherichia coli (strain K12) GN=dnaG PE=1 SV=1,dnaG,10,3
P0AEY3,30375.18521,Nucleoside triphosphate pyrophosphohydrolase OS=Escherichia coli (strain K12) GN=mazG PE=1 SV=1,mazG,2,2
P15031,28154.54722,Fe(3+) dicitrate transport ATP-binding protein FecE OS=Escherichia coli (strain K12) GN=fecE PE=1 SV=1,fecE,30,2
P0AE14,32083.28877,Protein AmpE OS=Escherichia coli (strain K12) GN=ampE PE=1 SV=1,ampE,1,1
P18392,49233.45324,Sensor protein rstB OS=Escherichia coli (strain K12) GN=rstB PE=1 SV=2,rstB,2,2
P26649,7868.60495,Glycogen synthesis protein glgS OS=Escherichia coli (strain K12) GN=glgS PE=1 SV=1,glgS,12,3
P0ABJ3,22589.45441,Cytochrome o ubiquinol oxidase subunit 3 OS=Escherichia coli (strain K12) GN=cyoC PE=1 SV=1,cyoC,2,0
P08337,14899.60803,Mutator mutT protein OS=Escherichia coli (strain K12) GN=mutT PE=1 SV=1,mutT,6,4
P07821,28850.06916,Iron(3+)-hydroxamate import ATP-binding protein FhuC OS=Escherichia coli (strain K12) GN=fhuC PE=1 SV=3,fhuC,3,4
P76466,23733.79485,Uncharacterized protein yfaT OS=Escherichia coli (strain K12) GN=yfaT PE=4 SV=2,yfaT,9,3
P0AFU4,49099.78119,Uncharacterized protein yfhA OS=Escherichia coli (strain K12) GN=yfhA PE=3 SV=1,yfhA,6,2
P39835,45917.85076,High-affinity gluconate transporter OS=Escherichia coli (strain K12) GN=gntT PE=1 SV=3,gntT,1,7
P42604,54041.02864,Altronate hydrolase OS=Escherichia coli (strain K12) GN=uxaA PE=3 SV=3,uxaA,8,2
Q9JMR7,10723.13331,Uncharacterized protein YuaX OS=Escherichia coli (strain K12) GN=yuaX PE=4 SV=1,yuaX,4,2
P27240,27425.62615,Lipopolysaccharide core heptose(II) kinase rfaY OS=Escherichia coli (strain K12) GN=rfaY PE=3 SV=2,rfaY,8,2
P33941,61495.78074,ABC transporter ATP-binding protein YojI OS=Escherichia coli (strain K12) GN=yojI PE=1 SV=2,yojI,1,1
P0ABF4,9841.19138,Ethanolamine utilization protein EutM OS=Escherichia coli (strain K12) GN=eutM PE=1 SV=1,eutM,20,2
Q47689,50474.56596,Probable S-methylmethionine permease OS=Escherichia coli (strain K12) GN=mmuP PE=3 SV=2,mmuP,0,2
P0ACX9,7094.82028,Uncharacterized protein ydiE OS=Escherichia coli (strain K12) GN=ydiE PE=4 SV=1,ydiE,1,9
P0AA41,29629.23586,tRNA pseudouridine synthase C OS=Escherichia coli (strain K12) GN=truC PE=1 SV=1,truC,5,2
P33025,32871.36329,Pseudouridine-5'-phosphate glycosidase OS=Escherichia coli (strain K12) GN=psuG PE=1 SV=1,psuG,30,9
P77690,41605.50156,UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase OS=Escherichia coli (strain K12) GN=arnB PE=1 SV=2,arnB,3,2
P02924,35500.25494,L-arabinose-binding periplasmic protein OS=Escherichia coli (strain K12) GN=araF PE=1 SV=2,araF,21,1
P23477,134541.5039,ATP-dependent helicase/deoxyribonuclease subunit B OS=Bacillus subtilis GN=addB PE=1 SV=2,addB,4,2
P52062,42539.39821,Oxygen-independent coproporphyrinogen-III oxidase-like protein YggW OS=Escherichia coli (strain K12) GN=yggW PE=3 SV=1,yggW,1,1
