Uniprot Accession,Description,Gene,Peptides.used.for.quantitation,Confidence.score,Molecular weight (Da),Dataset,Glucose,LB,Glycerol + AA,Acetate,Fumarate,Glucosamine,Glycerol,Pyruvate,Chemostat µ=0.5,Chemostat µ=0.35,Chemostat µ=0.20,Chemostat µ=0.12,Stationary phase 1 day,Stationary phase 3 days,Osmotic-stress glucose,42°C glucose,pH6 glucose,Xylose,Mannose,Galactose ,Succinate,Fructose
P75974,Putative lambdoid prophage e14 repressor protein C2 OS=Escherichia coli (strain K12) GN=ymfK PE=4 SV=1,cohE,1,40.26,25060.52554,2,5,6,6,4,4,6,4,5,4,13,7,5,4,6,12,7,5,8,6,8,4,4
Q46802,Uncharacterized sigma-54-dependent transcriptional regulator ygeV OS=Escherichia coli (strain K12) GN=ygeV PE=4 SV=1,ygeV,1,62.61,66036.49819,2,0,21,1,2,4,1,1,2,4,8,7,7,0,0,0,0,0,0,2,0,2,0
P0A6M4,D-tyrosyl-tRNA(Tyr) deacylase OS=Escherichia coli (strain K12) GN=dtd PE=1 SV=1,dtd,1,50.41,15921.98499,2,7,9,8,5,6,8,6,6,5,5,5,4,6,4,6,11,5,4,5,4,2,4
P0AFW2,Ribosome modulation factor OS=Escherichia coli (strain K12) GN=rmf PE=1 SV=1,rmf,1,27.17,6485.25379,2,117,16,9,121,80,140,120,70,94,83,124,88,3,5,50,49,294,93,94,34,42,112
P09155,Ribonuclease D OS=Escherichia coli (strain K12) GN=rnd PE=1 SV=1,rnd,1,63.37,42688.91983,2,2,0,5,9,9,12,8,5,3,6,3,1,2,0,1,1,7,1,21,3,1,3
P0A7Q1,50S ribosomal protein L35 OS=Escherichia coli (strain K12) GN=rpmI PE=1 SV=2,rpmI,1,21.2,7266.26326,2,86,113,82,47,106,82,144,99,102,66,52,42,131,108,142,177,184,136,131,92,178,264
P0A7Q6,50S ribosomal protein L36 OS=Escherichia coli (strain K12) GN=rpmJ PE=1 SV=1,rpmJ,1,26.39,4343.43911,2,151,13630,7927,895,1351,3105,1352,681,3450,2062,1812,1554,3644,2286,6033,1318,4748,2135,251,1612,758,1365
P77398,Bifunctional polymyxin resistance protein ArnA OS=Escherichia coli (strain K12) GN=arnA PE=1 SV=1,arnA,1,60.24,74224.11717,2,6,6,2,3,7,3,10,9,4,4,3,3,0,0,1,0,0,0,0,0,0,0
P0ABT5,tRNA-dihydrouridine synthase B OS=Escherichia coli (strain K12) GN=dusB PE=1 SV=1,dusB,1,22.39,35825.34133,2,22,22,14,7,17,11,14,19,9,8,9,5,0,0,3,9,4,14,16,4,12,15
P33371,tRNA-dihydrouridine synthase C OS=Escherichia coli (strain K12) GN=dusC PE=1 SV=1,dusC,1,48.64,35159.27201,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P42596,Ribosomal RNA large subunit methyltransferase G OS=Escherichia coli (strain K12) GN=rlmG PE=1 SV=2,rlmG,1,57.08,42286.79116,2,0,12,5,1,2,1,3,0,7,3,3,3,0,1,1,0,2,4,1,1,1,2
P08245,Uncharacterized protein yciH OS=Escherichia coli (strain K12) GN=yciH PE=1 SV=1,yciH,1,50.55,11371.09405,2,102,107,112,44,69,87,81,67,65,37,33,37,58,50,111,74,139,64,54,55,82,79
P76273,Ribosomal RNA small subunit methyltransferase F OS=Escherichia coli (strain K12) GN=rsmF PE=1 SV=2,rsmF,1,30.33,53175.97166,2,42,68,83,81,59,51,49,122,51,43,42,24,37,3,15,19,12,30,61,26,39,50
P75817,23S rRNA (uracil-5-)-methyltransferase RumB OS=Escherichia coli (strain K12) GN=rumB PE=1 SV=1,rumB,1,50.26,41910.38297,1,4,24,NA,0,0,11,0,0,0,0,0,0,0,0,2,0,3,NA,NA,0,0,NA
P0AGJ7,tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmL OS=Escherichia coli (strain K12) GN=trmL PE=1 SV=1,trmL,1,70.44,17697.0057,2,40,63,37,15,33,32,26,28,25,14,9,9,35,23,60,50,123,29,14,10,21,23
P55135,23S rRNA (uracil-5-)-methyltransferase RumA OS=Escherichia coli (strain K12) GN=rumA PE=1 SV=3,rlmD,1,26.35,48003.82899,2,2,4,2,1,2,1,1,2,1,2,1,1,0,0,1,3,2,2,1,2,2,2
P24224,Holo-[acyl-carrier-protein] synthase OS=Escherichia coli (strain K12) GN=acpS PE=1 SV=3,acpS,1,104.66,14025.51012,2,46,83,69,40,38,51,37,39,29,28,21,21,14,23,40,48,47,52,40,49,49,66
P0ABG1,Phosphatidate cytidylyltransferase OS=Escherichia coli (strain K12) GN=cdsA PE=1 SV=2,cdsA,1,61.86,31415.04641,2,44,81,13,29,40,60,40,45,57,62,62,57,63,74,69,81,77,94,80,67,73,128
P0C7L2,Beta-ketoadipyl-CoA thiolase OS=Escherichia coli (strain K12) GN=paaJ PE=1 SV=1,paaJ,1,28.21,42231.81571,2,18,35,31,13,12,11,12,10,8,6,7,5,0,1,8,1,12,9,4,6,5,10
P0A8Z0,Acyl-CoA thioester hydrolase YciA OS=Escherichia coli (strain K12) GN=yciA PE=3 SV=1,yciA,1,36.72,14203.3308,2,67,73,58,22,43,38,47,44,40,33,23,30,5,42,84,169,79,71,50,45,48,64
P0AFY6,Protein sbmA OS=Escherichia coli (strain K12) GN=sbmA PE=1 SV=1,sbmA,1,44.93,46411.35263,2,4,4,7,2,4,4,6,6,4,4,4,3,7,8,7,12,8,7,4,4,5,10
P0AFS3,Dihydrofolate reductase folM OS=Escherichia coli (strain K12) GN=folM PE=1 SV=1,folM,1,55.72,26313.56662,2,39,39,48,30,35,31,45,34,26,23,27,28,27,26,33,28,37,36,36,50,36,41
P0A9H5,"Cob(I)yrinic acid a,c-diamide adenosyltransferase OS=Escherichia coli (strain K12) GN=btuR PE=3 SV=1",btuR,1,192.64,21967.13764,2,165,545,527,125,145,134,393,187,118,126,116,75,36,32,107,81,83,131,202,167,173,228
P0AC16,Dihydroneopterin aldolase OS=Escherichia coli (strain K12) GN=folB PE=1 SV=1,folB,1,94.03,13593.04335,2,18,276,274,90,101,36,162,66,121,113,98,54,48,55,140,49,65,116,11,76,71,114
P0A6X1,Glutamyl-tRNA reductase OS=Escherichia coli (strain K12) GN=hemA PE=1 SV=1,hemA,1,24.78,46260.11892,2,6,23,0,0,4,0,4,7,1,5,0,3,0,0,0,0,2,0,5,4,5,3
P09126,Uroporphyrinogen-III synthase OS=Escherichia coli (strain K12) GN=hemD PE=3 SV=1,hemD,1,49.13,27762.46373,2,12,18,13,13,17,16,13,17,10,14,14,14,1,2,10,7,8,9,11,14,14,12
P22939,Farnesyl diphosphate synthase OS=Escherichia coli (strain K12) GN=ispA PE=1 SV=1,ispA,1,44.07,32121.51571,2,11,19,9,7,7,4,6,6,5,5,3,3,0,1,4,3,4,8,5,2,5,5
P0AD57,Octaprenyl-diphosphate synthase OS=Escherichia coli (strain K12) GN=ispB PE=1 SV=1,ispB,1,72.53,35176.70652,2,82,99,108,65,77,86,59,75,54,56,52,50,7,10,33,41,45,51,54,32,49,55
P60720,Octanoyltransferase OS=Escherichia coli (strain K12) GN=lipB PE=1 SV=1,lipB,1,35.28,23849.28176,2,2,19,31,12,7,3,10,6,1,2,4,1,1,4,5,2,8,13,12,7,9,11
P32173,Molybdopterin-guanine dinucleotide biosynthesis protein A OS=Escherichia coli (strain K12) GN=mobA PE=1 SV=1,mobA,1,31.87,21610.99557,2,22,19,23,14,15,19,23,22,16,13,11,11,12,11,35,38,24,18,15,14,13,16
P32125,Molybdopterin-guanine dinucleotide biosynthesis protein B OS=Escherichia coli (strain K12) GN=mobB PE=1 SV=3,mobB,1,32.77,19333.10377,2,12,17,22,7,6,11,7,13,7,8,5,4,2,7,6,11,18,14,6,9,6,8
P76085,Phenylacetate-coenzyme A ligase OS=Escherichia coli (strain K12) GN=paaK PE=1 SV=1,paaK,1,104.44,48903.76066,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P52062,Oxygen-independent coproporphyrinogen-III oxidase-like protein YggW OS=Escherichia coli (strain K12) GN=yggW PE=3 SV=1,yggW,1,75.99,42539.39821,2,1,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
P0AE76,Bifunctional adenosylcobalamin biosynthesis protein CobU OS=Escherichia coli (strain K12) GN=cobU PE=2 SV=1,cobU,1,147.86,20133.21108,1,30,20,NA,24,20,24,28,24,33,28,3,13,1,0,7,6,1,NA,NA,9,23,NA
P38051,Menaquinone-specific isochorismate synthase OS=Escherichia coli (strain K12) GN=menF PE=1 SV=4,menF,1,43.83,48716.08772,2,3,7,4,3,3,4,2,3,3,2,2,2,1,1,3,3,6,3,2,2,3,2
P36566,Protein smtA OS=Escherichia coli (strain K12) GN=smtA PE=1 SV=2,smtA,1,71.74,29777.13487,1,11,22,NA,3,11,15,9,1,21,20,2,6,7,14,11,7,8,NA,NA,1,11,NA
P31550,Thiamine-binding periplasmic protein OS=Escherichia coli (strain K12) GN=thiB PE=1 SV=2,thiB,1,59.89,36122.50419,2,18,82,43,19,18,22,27,33,19,8,6,6,4,5,12,0,3,17,21,12,27,23
P75804,Soluble aldose sugar dehydrogenase yliI OS=Escherichia coli (strain K12) GN=yliI PE=1 SV=1,yliI,1,40.73,41010.85652,2,1,0,0,1,2,0,3,1,1,1,0,1,0,0,0,0,0,0,3,2,0,0
P46859,Thermoresistant gluconokinase OS=Escherichia coli (strain K12) GN=gntK PE=1 SV=4,gntK,1,34.9,19513.00572,2,16,19,4,4,8,5,13,5,6,4,1,1,23,29,88,41,263,60,56,48,47,54
P21517,Maltodextrin glucosidase OS=Escherichia coli (strain K12) GN=malZ PE=2 SV=4,malZ,1,29.98,69110.27189,2,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
P0AGC0,Hexose phosphate transport protein OS=Escherichia coli (strain K12) GN=uhpT PE=1 SV=1,uhpT,1,124.11,50555.451,2,1,1,0,0,0,0,0,0,0,99,66,25,0,0,0,0,0,0,0,0,0,0
P0A6L7,Altronate oxidoreductase OS=Escherichia coli (strain K12) GN=uxaB PE=1 SV=1,uxaB,1,78.49,54756.14891,2,2,31,12,2,6,4,4,11,4,5,6,4,0,0,0,0,0,0,3,2,2,1
P42904,N-acetylgalactosamine-specific phosphotransferase enzyme IIB component 2 OS=Escherichia coli (strain K12) GN=agaV PE=4 SV=1,agaV,1,41.86,17057.00437,2,18,61,64,20,52,49,47,38,44,87,90,99,4,6,25,22,20,18,62,63,48,26
P69791,"N,N'-diacetylchitobiose-specific phosphotransferase enzyme IIA component OS=Escherichia coli (strain K12) GN=chbA PE=1 SV=1",chbA,1,53.12,12721.46692,1,1,29,NA,0,13,2,12,1,2,0,1,3,1,2,5,9,5,NA,NA,1,8,NA
P23522,5-keto-4-deoxy-D-glucarate aldolase OS=Escherichia coli (strain K12) GN=garL PE=1 SV=2,garL,1,94.02,27349.15986,2,3,241,35,8,2,5,11,4,13,13,12,19,0,1,2,7,12,1,5,4,8,8
P0A7B3,Probable inorganic polyphosphate/ATP-NAD kinase OS=Escherichia coli (strain K12) GN=ppnK PE=3 SV=1,nadK,1,39.28,32527.79527,2,19,23,25,9,9,7,11,7,6,6,6,5,0,0,6,6,9,8,5,7,6,7
P37678,3-keto-L-gulonate-6-phosphate decarboxylase sgbH OS=Escherichia coli (strain K12) GN=sgbH PE=1 SV=1,sgbH,1,109.1,23412.03271,1,46,22,NA,52,4,68,22,44,57,180,14,50,78,7,148,297,187,NA,NA,26,31,NA
P58035,Putative phosphotransferase enzyme IIB component sgcB OS=Escherichia coli (strain K12) GN=sgcB PE=3 SV=1,sgcB,1,48.19,9778.90563,1,147,512,NA,153,219,252,137,4,79,1,165,901,259,578,21,115,28,NA,NA,63,5,NA
P0AB58,Uncharacterized protein yciM OS=Escherichia coli (strain K12) GN=yciM PE=4 SV=1,yciM,1,134.41,44484.45942,1,14,18,NA,8,4,15,15,14,13,11,5,7,1,4,9,5,8,NA,NA,4,11,NA
P33029,Uncharacterized oxidoreductase yeiQ OS=Escherichia coli (strain K12) GN=yeiQ PE=3 SV=1,yeiQ,1,74.99,53979.49802,1,0,4,NA,0,1,0,1,0,0,0,0,0,1,1,1,0,0,NA,NA,0,0,NA
Q46891,Protein ygbM OS=Escherichia coli (strain K12) GN=ygbM PE=1 SV=1,ygbM,1,102.87,29180.58591,1,7,5,NA,1,23,2,2,1,4,16,1,5,5,3,1,6,4,NA,NA,6,0,NA
Q6BEX0,Uncharacterized ABC transporter ATP-binding protein YtfR OS=Escherichia coli (strain K12) GN=ytfR PE=3 SV=1,ytfR,1,35.85,55207.40745,2,0,2,4,1,2,0,2,1,2,2,4,13,15,1,0,0,1,0,0,0,1,0
P00936,Adenylate cyclase OS=Escherichia coli (strain K12) GN=cyaA PE=3 SV=5,cyaA,1,78.88,97506.18956,2,3,0,2,3,2,4,2,1,7,4,1,1,1,1,4,6,4,2,0,2,1,1
P69910,Glutamate decarboxylase beta OS=Escherichia coli (strain K12) GN=gadB PE=1 SV=1,gadB,1,1202.76,52616.14498,2,7,13,9,24,7,14,3,2,7,8,8,10,6,9,7,8,109,6,3,6,4,2
P51020,4-hydroxy-2-oxovalerate aldolase OS=Escherichia coli (strain K12) GN=mhpE PE=1 SV=2,mhpE,1,31.76,36429.23282,2,13,14,5,10,10,5,9,5,6,9,6,4,0,1,6,8,5,13,15,8,11,15
P24207,Phenylalanine-specific permease OS=Escherichia coli (strain K12) GN=pheP PE=1 SV=1,pheP,1,54.84,50625.89595,2,91,16,11,40,9,49,7,7,13,19,10,6,4,3,8,13,12,7,7,4,9,18
P0AAV4,Uncharacterized protein ybgJ OS=Escherichia coli (strain K12) GN=ybgJ PE=4 SV=1,ybgJ,1,40.21,23913.50252,2,131,174,163,122,120,121,126,130,92,94,82,54,47,34,162,206,161,140,127,81,99,134
P27837,Probable transport protein YifK OS=Escherichia coli (strain K12) GN=yifK PE=1 SV=4,yifK,1,84.29,50347.6544,2,7,5,7,4,5,6,4,5,10,8,6,6,4,2,5,13,5,8,4,4,5,5
P63340,Inner membrane transport protein YqeG OS=Escherichia coli (strain K12) GN=yqeG PE=1 SV=1,yqeG,1,35.11,45051.36046,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P77425,Allantoate amidohydrolase OS=Escherichia coli (strain K12) GN=allC PE=1 SV=1,allC,1,61.64,45646.70913,1,0,0,NA,1,1,0,1,1,0,0,0,0,0,0,0,0,0,NA,NA,2,0,NA
P77304,Dipeptide and tripeptide permease A OS=Escherichia coli (strain K12) GN=dtpA PE=1 SV=1,dtpA,1,59.53,53937.32498,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0ACV6,Protein mpaA OS=Escherichia coli (strain K12) GN=mpaA PE=4 SV=2,mpaA,1,88.44,26523.23108,2,9,15,39,31,29,33,34,23,53,70,69,66,32,52,68,12,61,44,2,102,27,19
P0AFK6,Spermidine/putrescine transport system permease protein potC OS=Escherichia coli (strain K12) GN=potC PE=3 SV=1,potC,1,60.79,29073.66195,2,30,90,60,27,28,38,31,15,72,39,36,21,26,26,30,5,38,6,12,8,14,64
P0AFT2,Inner membrane amino-acid ABC transporter permease protein yecS OS=Escherichia coli (strain K12) GN=yecS PE=1 SV=1,yecS,1,60.66,24767.2196,2,132,44,76,69,84,136,111,84,162,114,111,135,91,94,80,120,178,123,114,75,80,97
Q46803,Uncharacterized protein ygeW OS=Escherichia coli (strain K12) GN=ygeW PE=3 SV=2,ygeW,1,45.39,44141.16459,1,5,4,NA,1,6,6,3,6,3,16,0,6,4,3,3,3,6,NA,NA,2,2,NA
P39384,Uncharacterized protein yjiM OS=Escherichia coli (strain K12) GN=yjiM PE=4 SV=2,yjiM,1,54.32,42697.30798,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
P0AEF8,Dipeptide transport system permease protein dppB OS=Escherichia coli (strain K12) GN=dppB PE=1 SV=1,dppB,1,55,37454.16911,2,15,5,79,21,49,26,45,41,55,39,39,35,0,0,2,26,6,28,43,20,46,57
P0AEG1,Dipeptide transport system permease protein dppC OS=Escherichia coli (strain K12) GN=dppC PE=1 SV=1,dppC,1,122.63,32269.29171,2,49,36,218,60,128,81,83,151,129,107,99,78,14,10,25,39,25,55,117,59,112,119
P0AFA9,Nickel transport system permease protein nikC OS=Escherichia coli (strain K12) GN=nikC PE=1 SV=1,nikC,1,38.48,30324.07493,2,5,6,5,3,3,5,2,2,2,1,1,1,0,1,8,4,14,6,5,2,3,6
P37127,Protein AegA OS=Escherichia coli (strain K12) GN=aegA PE=3 SV=2,aegA,1,218.18,71779.56805,1,5,0,NA,0,1,0,0,0,0,0,0,0,0,1,0,8,0,NA,NA,0,0,NA
P39337,Uncharacterized N-acetyltransferase YjgM OS=Escherichia coli (strain K12) GN=yjgM PE=3 SV=2,yjgM,1,87.06,18592.28007,2,128,82,83,68,72,112,88,96,66,86,77,57,133,61,173,297,164,140,105,101,78,119
P0A710,Probable intracellular septation protein OS=Escherichia coli (strain K12) GN=ispZ PE=1 SV=1,yciB,1,30.7,20758.42257,2,4,6,4,1,2,2,4,3,3,1,1,1,0,0,1,3,2,2,2,1,3,5
P69346,Antitoxin YefM OS=Escherichia coli (strain K12) GN=yefM PE=1 SV=1,yefM,1,76.08,9283.61816,2,81,88,73,43,46,55,49,58,43,39,27,23,16,9,50,74,94,62,64,17,56,74
P0A6S5,Cell division protein ftsB OS=Escherichia coli (strain K12) GN=ftsB PE=1 SV=1,ftsB,1,43.39,11596.94527,2,28,24,30,12,13,15,18,26,11,9,6,3,0,9,36,42,35,32,15,14,12,27
P52097,tRNA(Ile)-lysidine synthase OS=Escherichia coli (strain K12) GN=tilS PE=1 SV=1,tilS,1,62.92,48156.13499,2,1,4,0,4,5,0,6,6,7,7,7,5,0,0,4,11,6,7,7,3,5,9
P32177,Protein FdhD OS=Escherichia coli (strain K12) GN=fdhD PE=3 SV=1,fdhD,1,25.79,30522.51058,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,5,4,2,1,1,1,2
P11349,Respiratory nitrate reductase 1 beta chain OS=Escherichia coli (strain K12) GN=narH PE=1 SV=3,narH,1,106.1,58010.79932,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
P11350,Respiratory nitrate reductase 1 gamma chain OS=Escherichia coli (strain K12) GN=narI PE=1 SV=1,narI,1,26.26,25462.37681,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P0AFE4,NADH-quinone oxidoreductase subunit K OS=Escherichia coli (strain K12) GN=nuoK PE=1 SV=1,nuoK,1,56.19,10819.97948,2,229,384,515,90,135,206,501,196,267,218,180,168,61,76,274,357,222,292,196,84,172,281
P0AFE8,NADH-quinone oxidoreductase subunit M OS=Escherichia coli (strain K12) GN=nuoM PE=1 SV=1,nuoM,1,38.17,56468.78099,2,10,66,36,6,9,18,13,17,27,25,19,17,22,2,1,5,4,6,8,4,7,13
P0AFF0,NADH-quinone oxidoreductase subunit N OS=Escherichia coli (strain K12) GN=nuoN PE=1 SV=2,nuoN,1,72.16,51992.04676,2,20,133,78,21,47,61,70,49,109,81,70,64,3,14,18,29,42,34,37,18,26,58
P76081,Probable phenylacetic acid degradation NADH oxidoreductase paaE OS=Escherichia coli (strain K12) GN=paaE PE=2 SV=1,paaE,1,27.16,39276.80969,2,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P77252,Uncharacterized protein ykgE OS=Escherichia coli (strain K12) GN=ykgE PE=3 SV=1,ykgE,1,37.56,25969.26141,2,0,51,2,0,1,1,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0
P68699,ATP synthase subunit c OS=Escherichia coli (strain K12) GN=atpE PE=1 SV=1,atpE,1,73.23,8232.38507,2,286,565,519,145,249,361,376,371,192,226,181,138,263,228,321,221,309,323,321,189,306,351
P0ABJ6,Cytochrome o ubiquinol oxidase protein CyoD OS=Escherichia coli (strain K12) GN=cyoD PE=1 SV=1,cyoD,1,88.31,12003.07821,2,136,324,137,59,70,63,33,61,61,39,68,28,9,2,244,126,132,48,73,15,44,84
P52073,Glycolate oxidase subunit glcE OS=Escherichia coli (strain K12) GN=glcE PE=4 SV=1,glcE,1,84.96,38318.46988,2,0,3,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P37182,Hydrogenase 2 maturation protease OS=Escherichia coli (strain K12) GN=hybD PE=1 SV=2,hybD,1,72.62,17721.47511,2,15,39,11,9,6,4,1,5,4,17,6,6,1,1,4,0,6,11,5,4,15,7
P42632,Keto-acid formate acetyltransferase OS=Escherichia coli (strain K12) GN=tdcE PE=1 SV=2,tdcE,1,319.83,85863.1899,1,30,6,NA,0,1,5,1,0,7,0,0,0,2,1,3,1,2,NA,NA,14,1,NA
Q46801,Xanthine dehydrogenase iron-sulfur-binding subunit OS=Escherichia coli (strain K12) GN=xdhC PE=3 SV=1,xdhC,1,70.93,16892.39962,1,2,8,NA,0,8,2,13,1,0,0,3,4,1,0,0,2,1,NA,NA,1,2,NA
P77561,Protein ydeP OS=Escherichia coli (strain K12) GN=ydeP PE=1 SV=1,ydeP,1,50.74,83423.72025,1,6,2,NA,3,0,9,2,7,8,19,1,3,0,1,0,2,0,NA,NA,2,5,NA
Q46861,UPF0313 protein ygiQ OS=Escherichia coli (strain K12) GN=ygiQ PE=3 SV=3,ygiQ,1,72.72,83406.32968,1,0,9,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA
P77783,Probable dimethyl sulfoxide reductase chain ynfF OS=Escherichia coli (strain K12) GN=ynfF PE=3 SV=4,ynfF,1,22.93,89911.87075,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P33607,NADH-quinone oxidoreductase subunit L OS=Escherichia coli (strain K12) GN=nuoL PE=1 SV=2,nuoL,1,50.5,66376.18893,2,2,10,5,3,3,2,2,2,9,4,5,4,0,0,0,0,1,0,1,0,0,3
P13656,Probable bifunctional chitinase/lysozyme OS=Escherichia coli (strain K12) GN=chiA PE=1 SV=2,chiA,1,59.34,96978.97544,1,3,9,NA,1,2,5,4,0,2,1,1,1,1,2,5,3,3,NA,NA,1,3,NA
P0ABR1,DNA-damage-inducible protein I OS=Escherichia coli (strain K12) GN=dinI PE=1 SV=1,dinI,1,81.64,8925.50991,2,113,226,236,12,42,70,53,14,26,19,16,18,21,22,57,43,34,48,57,34,75,79
P77609,Protein flxA OS=Escherichia coli (strain K12) GN=flxA PE=4 SV=1,flxA,1,78.68,12182.26276,1,7,0,NA,3,7,5,2,1,4,22,0,0,0,0,0,2,0,NA,NA,1,4,NA
P52006,Nucleoside triphosphatase nudI OS=Escherichia coli (strain K12) GN=nudI PE=1 SV=2,nudI,1,62.28,16342.33606,1,21,83,NA,8,77,16,4,1,18,3,104,1,4,29,1,19,37,NA,NA,5,11,NA
P43337,Uncharacterized Nudix hydrolase nudL OS=Escherichia coli (strain K12) GN=nudL PE=3 SV=1,nudL,1,30.35,21404.30829,2,10,9,10,11,12,4,8,9,11,9,9,11,13,10,19,12,3,5,18,5,15,15
P0ADA7,Osmotically-inducible lipoprotein B OS=Escherichia coli (strain K12) GN=osmB PE=2 SV=1,osmB,1,139.3,6925.61897,2,4074,973,1039,6467,2592,6964,2310,2529,1902,1960,2597,4136,20017,20790,7512,8602,8138,9438,3406,3318,1650,2068
P37590,Signal transduction protein pmrD OS=Escherichia coli (strain K12) GN=pmrD PE=1 SV=2,pmrD,1,22.65,9845.97225,2,4,36,4,43,7,9,5,1,1,1,5,3,7,3,11,3,4,5,4,5,5,3
P76062,Rac prophage repressor OS=Escherichia coli (strain K12) GN=racR PE=4 SV=1,racR,1,91.04,17634.15454,2,166,108,43,81,86,93,66,73,56,68,74,26,35,38,97,43,64,94,89,52,59,43
P0A8U0,Protein syd OS=Escherichia coli (strain K12) GN=syd PE=1 SV=1,syd,1,83.56,20677.40484,2,77,157,163,42,66,62,61,60,52,42,36,30,29,0,0,1,0,0,30,0,4,74
P77221,Uncharacterized protein yahG OS=Escherichia coli (strain K12) GN=yahG PE=4 SV=1,yahG,1,45.78,50323.04382,1,1,1,NA,0,7,1,2,1,1,1,0,1,0,0,0,2,1,NA,NA,0,1,NA
P77562,Uncharacterized protein yaiW OS=Escherichia coli (strain K12) GN=yaiW PE=4 SV=1,yaiW,1,63.84,40370.90189,2,1,1,1,0,1,2,3,1,0,0,0,0,0,1,1,3,1,1,0,1,0,0
P0AAX3,Uncharacterized protein YbiJ OS=Escherichia coli (strain K12) GN=ybiJ PE=3 SV=1,ybiJ,1,67.55,8544.38689,2,75,5,2,14,55,0,32,6,11,1,2,2,26,33,22,14,372,24,12,1,56,33
P0AAY6,Uncharacterized protein ybjN OS=Escherichia coli (strain K12) GN=ybjN PE=4 SV=1,ybjN,1,39.91,17636.61984,2,111,333,226,41,51,49,56,25,28,10,7,0,0,0,94,0,2,0,0,0,0,2
P76001,Uncharacterized protein ycgJ OS=Escherichia coli (strain K12) GN=ycgJ PE=4 SV=1,ycgJ,1,34.64,13387.27341,2,22,30,22,14,13,21,15,11,22,18,17,17,36,42,67,38,35,26,21,21,18,17
P0AB49,Uncharacterized protein ychH OS=Escherichia coli (strain K12) GN=ychH PE=4 SV=1,ychH,1,96.66,10461.42793,2,0,8,2,3,6,2,8,3,5,6,10,6,97,45,5,4,10,7,9,8,5,6
P21365,UPF0259 membrane protein yciC OS=Escherichia coli (strain K12) GN=yciC PE=1 SV=2,yciC,1,52.37,26383.57942,2,10,20,12,5,10,11,14,15,13,11,8,7,10,6,7,19,9,13,11,6,11,19
P77588,Uncharacterized fimbrial-like protein ydeQ OS=Escherichia coli (strain K12) GN=ydeQ PE=3 SV=1,ydeQ,1,51.85,32031.2794,1,4,2,NA,0,0,3,6,0,0,0,0,5,13,7,2,1,0,NA,NA,0,1,NA
P0ACX5,Uncharacterized protein ydhZ OS=Escherichia coli (strain K12) GN=ydhZ PE=4 SV=1,ydhZ,1,42.97,7884.24121,2,74,89,61,21,32,45,45,25,34,29,19,16,34,36,86,69,24,47,44,26,31,32
P0AD07,Uncharacterized protein yecF OS=Escherichia coli (strain K12) GN=yecF PE=4 SV=1,yecF,1,32.43,8215.10559,2,259,1184,493,114,177,195,145,118,150,94,89,83,125,101,268,161,621,363,225,127,206,291
P0AD37,Uncharacterized protein yfeC OS=Escherichia coli (strain K12) GN=yfeC PE=4 SV=1,yfeC,1,56.72,12693.80872,2,12,180,57,11,25,23,18,17,18,16,8,4,1,1,5,9,6,3,21,2,4,3
P27238,Uncharacterized protein yfeD OS=Escherichia coli (strain K12) GN=yfeD PE=4 SV=3,yfeD,1,105.33,14882.64968,1,15,74,NA,13,71,20,22,0,38,3,77,1,2,15,27,15,42,NA,NA,15,8,NA
P76537,Uncharacterized protein yfeY OS=Escherichia coli (strain K12) GN=yfeY PE=1 SV=1,yfeY,1,39.84,20866.10587,2,56,42,21,28,41,30,46,56,26,31,27,22,1,1,45,3,41,0,55,50,56,56
P76575,Uncharacterized protein yfgJ OS=Escherichia coli (strain K12) GN=yfgJ PE=1 SV=2,yfgJ,1,33.02,7970.746,2,6,11,9,51,43,4,46,19,93,80,94,66,2,4,4,7,12,9,7,3,3,5
P0AD44,Uncharacterized protein yfhG OS=Escherichia coli (strain K12) GN=yfhG PE=4 SV=1,yfhG,1,85.14,27312.92855,2,10,9,9,3,5,9,7,4,4,4,5,4,19,15,108,37,14,12,7,6,6,6
