Genes	b_number	Product	MW_kDa	ecocyc_accession_id	Product	UniProt	biocyc_id
yhjB	b3520	putative DNA-binding transcriptional regulator YhjB	22.604002	ECK3505	putative DNA-binding transcriptional regulator YhjB	P37640	EG12246-MONOMER
yhjD	b3522	putative transporter YhjD	37.911003	ECK3507	putative transporter YhjD	P37642	EG12248-MONOMER
yhjE	b3523	putative transporter YhjE	47.208004	ECK3508	putative transporter YhjE	P37643	YHJE-MONOMER
yhjG	b3524	AsmA family protein YhjG	74.457	ECK3509	AsmA family protein YhjG	P37645	EG12251-MONOMER
yhjJ	b3527	peptidase M16 family protein YhjJ	55.527004	ECK3512	peptidase M16 family protein YhjJ	P37648	EG12254-MONOMER
yhjR	b3535	PF10945 family protein YhjR	7.018	ECK3520	PF10945 family protein YhjR	P0ADJ3	EG12262-MONOMER
yhjV	b3539	putative transporter YhjV	47.258003	ECK3526	putative transporter YhjV	P37660	YHJV-MONOMER
yhjX	b3547	putative transporter YhjX	42.951	ECK3534	putative transporter YhjX	P37662	YHJX-MONOMER
yhjY	b3548	putative outer membrane protein YhjY	25.951002	ECK3535	putative outer membrane protein YhjY	P37663	EG12269-MONOMER
yiaA	b3562	PF05360 family inner membrane protein YiaA	16.123001	ECK3551	PF05360 family inner membrane protein YiaA	P0ADJ8	EG11186-MONOMER
yiaB	b3563	PF05360 family inner membrane protein YiaB	12.555	ECK3552	PF05360 family inner membrane protein YiaB	P11286	EG11267-MONOMER
yiaC	b3550	peptidyl-lysine <i>N</i>-acetyltransferase YiaC	17.104	ECK3537	peptidyl-lysine <i>N</i>-acetyltransferase YiaC	P37664	EG12270-MONOMER
yiaD	b3552	PF13488 family lipoprotein YiaD	22.197	ECK3539	PF13488 family lipoprotein YiaD	P37665	EG12271-MONOMER
yiaF	b3554	DUF3053 domain-containing protein YiaF	25.663002	ECK3541	DUF3053 domain-containing protein YiaF	P0ADK0	EG12273-MONOMER
yiaG	b3555	putative DNA-binding transcriptional regulator YiaG	11.033001	ECK3542	putative DNA-binding transcriptional regulator YiaG	P0A9V5	EG12624-MONOMER
yiaK	b3575	2,3-diketo-L-gulonate reductase	36.573	ECK3564	2,3-diketo-L-gulonate reductase	P37672	EG12279-MONOMER
yiaL	b3576	DUF386 domain-containing protein YiaL	17.549002	ECK3565	DUF386 domain-containing protein YiaL	P37673	EG12280-MONOMER
yiaM	b3577	2,3-diketo-L-gulonate:Na<sup>+</sup> symporter - membrane subunit	17.516	ECK3566	2,3-diketo-L-gulonate:Na<sup>+</sup> symporter - membrane subunit	P37674	MONOMER0-422
yiaN	b3578	2,3-diketo-L-gulonate:Na<sup>+</sup> symporter - membrane subunit	45.368004	ECK3567	2,3-diketo-L-gulonate:Na<sup>+</sup> symporter - membrane subunit	P37675	EG12282-MONOMER
yiaO	b3579	2,3-diketo-L-gulonate:Na<sup>+</sup> symporter - periplasmic binding protein	35.97	ECK3568	2,3-diketo-L-gulonate:Na<sup>+</sup> symporter - periplasmic binding protein	P37676	EG12283-MONOMER
yiaT	b3584	outer membrane protein YiaT	27.414001	ECK3573	outer membrane protein YiaT	P37681	EG12288-MONOMER
yiaU	b3585	DNA-binding transcriptional activator YiaU	37.274002	ECK3574	DNA-binding transcriptional activator YiaU	P37682	EG12289-MONOMER
yiaV	b3586	putative membrane fusion protein YiaV	41.771004	ECK3575	putative membrane fusion protein YiaV	P37683	EG12290-MONOMER
yiaW	b3587	DUF3302 domain-containing protein YiaW	12.409	ECK3576	DUF3302 domain-containing protein YiaW	P0ADK4	EG12291-MONOMER
yiaY	b3589	L-threonine dehydrogenase	40.351	ECK3578	L-threonine dehydrogenase	P37686	EG12293-MONOMER
yibA	b3594	putative lyase containing HEAT-repeat	31.874002	ECK3583	putative lyase containing HEAT-repeat	P0ADK6	EG11187-MONOMER
yibF	b3592	glutathione transferase-like protein YibF	22.545002	ECK3581	glutathione transferase-like protein YibF	P0ACA1	EG11762-MONOMER
yibG	b3596	tetratricopeptide-like domain-containing protein YibG	18.079	ECK3585	tetratricopeptide-like domain-containing protein YibG	P32106	EG11763-MONOMER
yibH	b3597	inner membrane protein YibH	41.988003	ECK3586	inner membrane protein YibH	P0AFV0	EG11764-MONOMER
yibI	b3598	DUF3302 domain-containing protein YibI	13.866001	ECK3587	DUF3302 domain-containing protein YibI	P32108	EG11765-MONOMER
yibL	b3602	DUF2810 domain-containing protein YibL	13.696001	ECK3592	DUF2810 domain-containing protein YibL	P0ADK8	EG11964-MONOMER
yibN	b3611	putative sulfurtransferase YibN	15.596001	ECK3601	putative sulfurtransferase YibN	P0AG27	EG12295-MONOMER
yibQ	b3614	divergent polysaccharide deacetylase domain-containing protein YibQ	35.353	ECK3604	divergent polysaccharide deacetylase domain-containing protein YibQ	P37691	EG12298-MONOMER
yibT	b4554	protein YibT	7.9950004	ECK3591	protein YibT	Q2M7R5	MONOMER0-2690
yibV	b4615	PF15596 family protein YibV	12.34	ECK4424	PF15596 family protein YibV	A5A625	MONOMER0-2827
yibX	b4795	protein YibX-S // protein YibX	2.66 // 8.757	ECK4652	protein YibX-S // protein YibX	P0DSH3	protein YibX-S // protein YibX
yibY	b4796	protein YibY	4.0270004	ECK4653	protein YibY	P0DSH4	MONOMER0-4510
yicC	b3644	putative RNase adaptor protein YicC	33.175003	ECK3634	putative RNase adaptor protein YicC	P23839	EG11192-MONOMER
yicG	b3646	PF03458 family inner membrane protein YicG	22.048	ECK3636	PF03458 family inner membrane protein YicG	P0AGM2	EG11683-MONOMER
yicH	b3655	AsmA family protein YicH	62.272003	ECK3645	AsmA family protein YicH	P31433	EG11684-MONOMER
yicI	b3656	&alpha;-D-xyloside xylohydrolase	88.079	ECK3646	&alpha;-D-xyloside xylohydrolase	P31434	EG11685-MONOMER
yicJ	b3657	putative xyloside transporter YicJ	50.948	ECK3647	putative xyloside transporter YicJ	P31435	YICJ-MONOMER
yicL	b3660	putative transporter YicL	33.112003	ECK3650	putative transporter YicL	P31437	EG11688-MONOMER
yicN	b3663	DUF1198 domain-containing protein YicN	17.219002	ECK3654	DUF1198 domain-containing protein YicN	P0ADL3	EG11690-MONOMER
yicR	b3638	RadC-like JAB domain-containing protein YicR	25.343	ECK3628	RadC-like JAB domain-containing protein YicR	P25531	EG11312-MONOMER
yicS	b4555	uncharacterized protein YicS	11.070001	ECK3652	uncharacterized protein YicS	Q2M7X4	MONOMER0-2691
yicU	b4797	protein YicU	2.183	ECK4654	protein YicU	P0DSH5	MONOMER0-4511
yidA	b3697	sugar phosphatase YidA	29.721	ECK3689	sugar phosphatase YidA	P0A8Y5	EG11195-MONOMER
yidB	b3698	DUF937 domain-containing protein YidB	13.787001	ECK3690	DUF937 domain-containing protein YidB	P09996	EG11196-MONOMER
yidC	b3705	membrane protein insertase YidC	61.526005	ECK3698	membrane protein insertase YidC	P25714	YIDC
yidD	b4557	membrane protein insertion efficiency factor	9.3810005	ECK3697	membrane protein insertion efficiency factor	P0A8C8	MONOMER0-2692
yidE	b3685	putative transport protein YidE	58.939003	ECK3677	putative transport protein YidE	P60872	EG11536-MONOMER
yidF	b3674	uncharacterized protein YidF	19.188002	ECK3665	uncharacterized protein YidF	P31443	EG11694-MONOMER
yidG	b3675	inner membrane protein YidG	13.768001	ECK3666	inner membrane protein YidG	P0ADL6	EG11695-MONOMER
yidH	b3676	DUF202 domain-containing inner membrane protein YidH	12.779	ECK3667	DUF202 domain-containing inner membrane protein YidH	P0ADM0	EG11696-MONOMER
yidI	b3677	putative inner membrane protein YidI	15.729001	ECK3668	putative inner membrane protein YidI	P31446	EG11697-MONOMER
yidJ	b3678	putative sulfatase/phosphatase YidJ	57.295002	ECK3669	putative sulfatase/phosphatase YidJ	P31447	EG11705-MONOMER
yidK	b3679	putative transporter YidK	62.085003	ECK3670	putative transporter YidK	P31448	YIDK-MONOMER
yidL	b3680	putative DNA-binding transcriptional regulator YidL	33.958	ECK3671	putative DNA-binding transcriptional regulator YidL	P31449	EG11707-MONOMER
yidP	b3684	putative DNA-binding transcriptional regulator YidP	27.328001	ECK3676	putative DNA-binding transcriptional regulator YidP	P31453	EG11711-MONOMER
yidQ	b3688	DUF1375 domain-containing putative lipoprotein YidQ	11.826	ECK3680	DUF1375 domain-containing putative lipoprotein YidQ	P0ADM4	EG11712-MONOMER
yidR	b3689	DUF3748 domain-containing galacturonate catabolism protein YidR	46.187004	ECK3681	DUF3748 domain-containing galacturonate catabolism protein YidR	P31455	EG11713-MONOMER
yidX	b3696	putative lipoprotein YidX	24.170002	ECK3688	putative lipoprotein YidX	P0ADM6	EG11719-MONOMER
yidZ	b3711	DNA-binding transcriptional dual regulator YidZ	36.882	ECK3704	DNA-binding transcriptional dual regulator YidZ	P31463	EG11721-MONOMER
yieE	b3712	putative phosphopantetheinyl transferase	27.647001	ECK3705	putative phosphopantetheinyl transferase	P0ADM8	EG11722-MONOMER
yieF	b3713	quinone reductase	20.376001	ECK3706	quinone reductase	P0AGE6	EG11723-MONOMER
yieH	b3715	6-phosphogluconate phosphatase	24.664001	ECK3708	6-phosphogluconate phosphatase	P31467	EG11725-MONOMER
yieK	b3718	putative glucosamine-6-phosphate deaminase YieK	26.279001	ECK3711	putative glucosamine-6-phosphate deaminase YieK	P31470	EG11728-MONOMER
yieL	b3719	putative hydrolase YieL	42.755	ECK3712	putative hydrolase YieL	P31471	EG11729-MONOMER
yieP	b3755	DNA-binding transcriptional dual regulator YieP	26.076002	ECK3749	DNA-binding transcriptional dual regulator YieP	P31475	EG11733-MONOMER
yifB	b3765	putative magnesium chelatase YifB	55.146004	ECK3758	putative magnesium chelatase YifB	P22787	EG11260-MONOMER
thrP	b3795	threonine/serine:H<sup>+</sup> symporter ThrP	50.399002	ECK3788	threonine/serine:H<sup>+</sup> symporter ThrP	P27837	YIFK-MONOMER
lptM	b4558	LptD oxidative maturation-associated lipoprotein	7.1770005	ECK3803	LptD oxidative maturation-associated lipoprotein	P0ADN6	MONOMER0-2693
yigA	b3810	DUF484 domain-containing protein YigA	26.729002	ECK3805	DUF484 domain-containing protein YigA	P23305	EG11201-MONOMER
yigB	b3812	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase	27.122002	ECK3807	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase	P0ADP0	EG11202-MONOMER
yigE	b4482	DUF2233 domain-containing protein YigE	27.908	ECK3809	DUF2233 domain-containing protein YigE	P27840	EG11462-MONOMER
yigF	b3817	DUF2628 domain-containing protein YigF	14.549001	ECK3811	DUF2628 domain-containing protein YigF	P27842	EG11464-MONOMER
yigG	b3818	inner membrane protein	14.408001	ECK3812	inner membrane protein	P27843	EG11465-MONOMER
yigI	b3820	acyl-CoA thioesterase YigI	17.163	ECK3814	acyl-CoA thioesterase YigI	P0ADP2	EG11467-MONOMER
yigL	b3826	phosphosugar phosphatase YigL	29.708002	ECK3820	phosphosugar phosphatase YigL	P27848	EG11470-MONOMER
yigZ	b3848	IMPACT family member YigZ	21.757002	ECK3840	IMPACT family member YigZ	P27862	EG11484-MONOMER
yihA	b3865	GTP-binding protein YihA	23.561	ECK3857	GTP-binding protein YihA	P0A6P7	EG11203-MONOMER
yihD	b3858	DUF1040 domain-containing protein YihD	10.273001	ECK3850	DUF1040 domain-containing protein YihD	P0ADP9	EG11830-MONOMER
yihF	b3861	DUF945 domain-containing protein YihF	52.637	ECK3853	DUF945 domain-containing protein YihF	P32128	EG11832-MONOMER
yihG	b3862	1-acylglycerol-3-phosphate <i>O</i>-acyltransferase YihG	36.289	ECK3854	1-acylglycerol-3-phosphate <i>O</i>-acyltransferase YihG	P32129	EG11833-MONOMER
yihI	b3866	Der GTPase-activating protein YihI	19.059	ECK3859	Der GTPase-activating protein YihI	P0A8H6	EG11835-MONOMER
yihL	b3872	putative DNA-binding transcriptional regulator YihL	26.939001	ECK3865	putative DNA-binding transcriptional regulator YihL	P0ACM9	EG11838-MONOMER
yihM	b3873	putative TIM barrel domain-containing protein YihM	36.942	ECK3866	putative TIM barrel domain-containing protein YihM	P32134	EG11839-MONOMER
yihN	b3874	putative transporter YihN	46.335003	ECK3867	putative transporter YihN	P32135	YIHN-MONOMER
yihO	b3876	putative sulfoquinovose transporter	51.574	ECK3869	putative sulfoquinovose transporter	P32136	YIHO-MONOMER
yihP	b3877	putative 2,3-dihydroxypropane-1-sulfonate export protein	50.982002	ECK3870	putative 2,3-dihydroxypropane-1-sulfonate export protein	P32137	YIHP-MONOMER
yihQ	b3878	sulfoquinovosidase	77.275	ECK3871	sulfoquinovosidase	P32138	EG11843-MONOMER
yihR	b3879	putative sulfoquinovose mutarotase YihR	34.010002	ECK3872	putative sulfoquinovose mutarotase YihR	P32139	EG11844-MONOMER
yihS	b3880	sulfoquinovose isomerase	47.433002	ECK3873	sulfoquinovose isomerase	P32140	EG11845-MONOMER
yihT	b3881	6-deoxy-6-sulfofructose-1-phosphate aldolase	31.983002	ECK3874	6-deoxy-6-sulfofructose-1-phosphate aldolase	P32141	EG11846-MONOMER
yihU	b3882	3-sulfolactaldehyde reductase	31.158	ECK3875	3-sulfolactaldehyde reductase	P0A9V8	EG11847-MONOMER
yihV	b3883	6-deoxy-6-sulfofructose kinase	31.728	ECK3876	6-deoxy-6-sulfofructose kinase	P32143	EG11848-MONOMER
yihX	b3885	&alpha;-D-glucose-1-phosphate phosphatase YihX	22.732	ECK3878	&alpha;-D-glucose-1-phosphate phosphatase YihX	P0A8Y3	EG11850-MONOMER
yihY	b3886	PF03631 family membrane protein YihY	32.839	ECK3879	PF03631 family membrane protein YihY	P0A8K8	EG11851-MONOMER
yiiE	b3889	putative DNA-binding transcriptional regulator YiiE	8.408	ECK3882	putative DNA-binding transcriptional regulator YiiE	P0ADQ5	EG11854-MONOMER
yiiF	b3890	protein YiiF	8.442	ECK3883	protein YiiF	P0AFU6	EG11855-MONOMER
yiiG	b3896	DUF3829 domain-containing lipoprotein YiiG	39.294003	ECK3889	DUF3829 domain-containing lipoprotein YiiG	P32151	EG11860-MONOMER
yiiM	b3910	6-hydroxyaminopurine reductase	25.343	ECK3903	6-hydroxyaminopurine reductase	P32157	EG11870-MONOMER
yiiQ	b3920	DUF1454 domain-containing protein YiiQ	21.763	ECK3912	DUF1454 domain-containing protein YiiQ	P32160	EG11874-MONOMER
yiiR	b3921	DUF805 domain-containing protein YiiR	16.542002	ECK3913	DUF805 domain-containing protein YiiR	P0AF34	EG11875-MONOMER
yiiS	b3922	DUF406 domain-containing protein YiiS	10.776001	ECK3914	DUF406 domain-containing protein YiiS	P32162	EG11876-MONOMER
yiiX	b3937	putative lipid-binding hydrolase YiiX	23.140001	ECK3929	putative lipid-binding hydrolase YiiX	P32167	EG11882-MONOMER
yijD	b3964	DUF1422 domain-containing inner membrane protein YijD	13.023001	ECK3956	DUF1422 domain-containing inner membrane protein YijD	P0AF40	EG11395-MONOMER
yijE	b3943	cystine exporter	32.866	ECK3935	cystine exporter	P0ABT8	EG11902-MONOMER
yijF	b3944	DUF1287 domain-containing protein YijF	22.955002	ECK3936	DUF1287 domain-containing protein YijF	P32668	EG11903-MONOMER
yijO	b3954	putative DNA-binding transcriptional regulator YijO	32.149002	ECK3945	putative DNA-binding transcriptional regulator YijO	P32677	EG11913-MONOMER
yjaA	b4011	stress response protein	14.4470005	ECK4003	stress response protein	P09162	EG11206-MONOMER
yjaB	b4012	peptidyl-lysine <i>N</i>-acetyltransferase YjaB	16.447	ECK4004	peptidyl-lysine <i>N</i>-acetyltransferase YjaB	P09163	EG11207-MONOMER
yjaG	b3999	DUF416 domain-containing protein YjaG	22.613	ECK3991	DUF416 domain-containing protein YjaG	P32680	EG11916-MONOMER
yjaH	b4001	DUF1481 domain-containing protein YjaH	26.317001	ECK3993	DUF1481 domain-containing protein YjaH	P32681	EG11917-MONOMER
yjaZ	b3989	protein YjaZ	21.131	ECK3980	protein YjaZ	P27375	EG11429-MONOMER
yjbB	b4020	putative inorganic phosphate export protein YjbB	59.467003	ECK4012	putative inorganic phosphate export protein YjbB	P0AF43	EG11919-MONOMER
yjbD	b4023	DUF3811 domain-containing protein YjbD	10.532001	ECK4015	DUF3811 domain-containing protein YjbD	P32685	EG11922-MONOMER
yjbE	b4026	uncharacterized protein YjbE	7.386	ECK4018	uncharacterized protein YjbE	P0AF45	EG11923-MONOMER
yjbF	b4027	lipoprotein YjbF	23.755001	ECK4019	lipoprotein YjbF	P32687	EG11924-MONOMER
yjbG	b4028	capsule biosynthesis GfcC family protein YjbG	26.281002	ECK4020	capsule biosynthesis GfcC family protein YjbG	P32688	EG11925-MONOMER
yjbH	b4029	putative lipoprotein YjbH	78.491005	ECK4021	putative lipoprotein YjbH	P32689	EG11926-MONOMER
yjbJ	b4045	putative stress response protein YjbJ	8.325001	ECK4037	putative stress response protein YjbJ	P68206	EG11928-MONOMER
yjbL	b4047	uncharacterized protein YjbL	9.749001	ECK4039	uncharacterized protein YjbL	P32693	EG11930-MONOMER
yjbM	b4048	DUF2713 domain-containing protein YjbM	26.673	ECK4040	DUF2713 domain-containing protein YjbM	P32694	EG11931-MONOMER
yjbQ	b4056	PF01894 family protein YjbQ	15.656001	ECK4048	PF01894 family protein YjbQ	P0AF48	EG11935-MONOMER
yjbR	b4057	PF04237 family protein YjbR	13.519001	ECK4049	PF04237 family protein YjbR	P0AF50	EG11936-MONOMER
yjbS	b4621	uncharacterized protein YjbS	7.8880005	ECK4429	uncharacterized protein YjbS	P58036	MONOMER0-2829
yjbT	b4620	PF17089 family protein YjbT	10.049001	ECK4428	PF17089 family protein YjbT	A5A628	MONOMER0-2828
yjcB	b4060	uncharacterized protein YjcB	10.303	ECK4052	uncharacterized protein YjcB	P32700	EG11937-MONOMER
yjcE	b4065	putative transporter YjcE	60.523003	ECK4058	putative transporter YjcE	P32703	YJCE-MONOMER
yjcF	b4066	pentapeptide repeat-containing protein YjcF	49.378002	ECK4059	pentapeptide repeat-containing protein YjcF	P32704	EG11941-MONOMER
yjcH	b4068	DUF485 domain-containing inner membrane protein YjcH	11.672001	ECK4061	DUF485 domain-containing inner membrane protein YjcH	P0AF54	YJCH-MONOMER
yjcO	b4078	Sel1 repeat-containing protein YjcO	25.079	ECK4071	Sel1 repeat-containing protein YjcO	P0AF56	EG11951-MONOMER
yjcS	b4083	linear primary-alkylsulfatase	73.151	ECK4076	linear primary-alkylsulfatase	P32717	EG11955-MONOMER
dicD	b4135	DNA-binding transcriptional regulator DicD	21.931002	ECK4129	DNA-binding transcriptional regulator DicD	P0ACU7	EG12176-MONOMER
yjdF	b4121	DUF2238 domain-containing inner membrane protein YjdF	23.442001	ECK4114	DUF2238 domain-containing inner membrane protein YjdF	P39270	G7825-MONOMER
yjdI	b4126	PF06902 family protein YjdI	8.55	ECK4119	PF06902 family protein YjdI	P0AF59	G7828-MONOMER
yjdJ	b4127	putative <i>N</i>-acetyltransferase YjdJ	10.468	ECK4120	putative <i>N</i>-acetyltransferase YjdJ	P39274	G7829-MONOMER
yjdM	b4108	zinc ribbon domain-containing protein YjdM	12.345	ECK4101	zinc ribbon domain-containing protein YjdM	P0AFJ1	EG10711-MONOMER
yjdN	b4107	PF06983 family protein YjdN	16.171001	ECK4100	PF06983 family protein YjdN	P16681	EG10712-MONOMER
yjdP	b4487	protein YjdP	13.469001	ECK4084	protein YjdP	Q6BEX5	MONOMER0-1541
yjeH	b4141	L-methionine/branched chain amino acid exporter	44.778004	ECK4135	L-methionine/branched chain amino acid exporter	P39277	B4141-MONOMER
yjeI	b4144	DUF4156 domain-containing lipoprotein YjeI	11.958	ECK4138	DUF4156 domain-containing lipoprotein YjeI	P0AF70	G7834-MONOMER
yjeJ	b4145	protein YjeJ	32.947002	ECK4139	protein YjeJ	P39279	G7835-MONOMER
yjeM	b4156	putative transporter YjeM	54.725002	ECK4152	putative transporter YjeM	P39282	YJEM-MONOMER
yjeN	b4157	uncharacterized protein YjeN	11.819	ECK4153	uncharacterized protein YjeN	P39283	G7838-MONOMER
yjeO	b4158	DUF2645 domain-containing inner membrane protein YjeO	12.6380005	ECK4154	DUF2645 domain-containing inner membrane protein YjeO	P39284	G7839-MONOMER
yjeT	b4176	DUF2065 domain-containing protein YjeT	7.1660004	ECK4172	DUF2065 domain-containing protein YjeT	P0AF73	G7844-MONOMER
yjeV	b4670	uncharacterized protein YjeV	2.056	ECK4485	uncharacterized protein YjeV	C1P621	MONOMER0-2869
yjfC	b4186	peptide&mdash;spermidine ligase YjfC	45.02	ECK4182	peptide&mdash;spermidine ligase YjfC	P33222	EG11812-MONOMER
yjfF	b4231	galactofuranose ABC transporter putative membrane subunit YjtF	34.978	ECK4226	galactofuranose ABC transporter putative membrane subunit YjtF	P37772	YJFF-MONOMER
yjfI	b4181	DUF2170 domain-containing protein YjfI	14.935	ECK4177	DUF2170 domain-containing protein YjfI	P0AF76	G7846-MONOMER
yjfJ	b4182	PspA family protein YjfJ	25.334002	ECK4178	PspA family protein YjfJ	P0AF78	G7847-MONOMER
yjfK	b4183	DUF2491 domain-containing protein YjfK	25.009	ECK4179	DUF2491 domain-containing protein YjfK	P39293	G7848-MONOMER
yjfL	b4184	DUF350 domain-containing inner membrane protein YjfL	14.224001	ECK4180	DUF350 domain-containing inner membrane protein YjfL	P0AF80	G7849-MONOMER
yjfM	b4185	DUF1190 domain-containing protein YjfM	23.352001	ECK4181	DUF1190 domain-containing protein YjfM	P39295	G7850-MONOMER
yjfN	b4188	protease activator YjfN	9.949	ECK4184	protease activator YjfN	P0AF82	G7851-MONOMER
yjfP	b4190	carboxylesterase	27.588001	ECK4186	carboxylesterase	P39298	G7853-MONOMER
yjfY	b4199	DUF1471 domain-containing protein YjfY	10.149	ECK4195	DUF1471 domain-containing protein YjfY	P0AF86	G7861-MONOMER
yjfZ	b4204	DUF2686 domain-containing protein YjfZ	29.739002	ECK4200	DUF2686 domain-containing protein YjfZ	P39308	G7862-MONOMER
